85000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, 85500, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, 86000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, 86500, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, 87000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, 88000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, 89000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, 90000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 91000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 92000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 93000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 96000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 98000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 101000, -5000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 104000, -5000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 106000, -5000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 109000, -5000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 112000, -5000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 115000, -5000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 116000, -5000
-5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, -5000, 117000
